"...1","V1.x","area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","annual_avg_estabs_count","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs_count","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_count_chg","oty_annual_avg_estabs_count_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg","State","V1.y","value"
471,471,51000,5,10,51,0,2018,"A",NA,"Virginia -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",270687,3188362,184434707949,29470177492,407815034,1112,57846,NA,1,0.96,0.96,1.01,1,0.99,0.99,NA,8241,3.1,47445,1.5,8594142743,4.9,574108471,2,-56237228,-12.1,35,3.2,1862,3.3,"Virginia",471,7.25
472,472,53000,5,10,51,0,2018,"A",NA,"Washington -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",244223,2810692,187157612796,94149699736,992443209,1281,66588,NA,1.01,0.98,0.99,1.01,1,1.01,1.01,NA,6907,2.9,75550,2.8,16993053682,10,6792555380,7.8,25363364,2.6,85,7.1,4374,7,"Washington",472,11.5
473,473,54000,5,10,51,0,2018,"A",NA,"West Virginia -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",47091,559118,25593046223,6917957494,211385473,880,45774,NA,0.95,0.95,0.94,1.01,1,0.99,0.99,NA,759,1.6,11569,2.1,2153060799,9.2,370041140,5.7,21175498,11.1,57,6.9,2965,6.9,"West Virginia",473,8.75
474,474,55000,5,10,51,0,2018,"A",NA,"Wisconsin -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",167652,2497801,122275286800,32993958033,578811628,941,48953,NA,0.99,1.02,1.02,1.01,1,1,1,NA,3364,2,24718,1,5516986258,4.7,796553853,2.5,-84729744,-12.8,33,3.6,1741,3.7,"Wisconsin",474,7.25
475,475,56000,5,10,51,0,2018,"A",NA,"Wyoming -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",24873,207335,9831314402,4679005084,74295085,912,47418,NA,0.97,0.89,0.88,1,0.99,0.99,0.99,NA,251,1,3519,1.7,599407663,6.5,113644967,2.5,6935499,10.3,41,4.7,2123,4.7,"Wyoming",475,7.25
476,476,72000,5,10,51,0,2018,"A",NA,"Puerto Rico -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",43092,657381,18141288436,4858598733,153339909,531,27596,NA,0.99,0.9,0.86,1.01,0.99,0.96,0.96,NA,-793,-1.8,907,0.1,906271457,5.3,141297007,3,42508,0,26,5.1,1342,5.1,"Puerto Rico",476,7.25
477,477,78000,5,10,51,0,2018,"A",NA,"Virgin Islands -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",3330,23385,1032017213,557716495,9005926,849,44131,NA,0.99,0.81,0.75,1.01,1,0.93,0.93,NA,49,1.5,-2924,-11.1,65963657,6.8,-9713026,-1.7,52991,0.6,143,20.3,7411,20.2,"Virgin Islands",477,7.25
478,478,1000,5,10,51,0,2019,"A",NA,"Alabama -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",123160,1622460,77855472921,15624059513,193405697,923,47986,NA,0.98,0.96,0.94,1.01,1,0.98,0.98,NA,2181,1.8,24331,1.5,3438691474,4.6,346078994,2.3,-11037739,-5.4,28,3.1,1421,3.1,"Alabama",478,7.25
479,479,2000,5,10,51,0,2019,"A",NA,"Alaska -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",20162,249300,14065906351,7861393780,122461958,1085,56422,NA,0.94,0.9,0.89,0.99,0.97,0.98,0.98,NA,273,1.4,2981,1.2,663874889,5,258239934,3.4,1643156,1.4,39,3.7,2013,3.7,"Alaska",479,10.19
480,480,4000,5,10,51,0,2019,"A",NA,"Arizona -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",162113,2513038,134470525627,22012604261,367242177,1029,53509,NA,1.01,1.01,1.01,1.01,1,1,0.99,NA,5365,3.4,76446,3.1,9041795328,7.2,915136637,4.3,-114483303,-23.8,39,3.9,2032,3.9,"Arizona",480,12
481,481,5000,5,10,51,0,2019,"A",NA,"Arkansas -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",87680,1022053,46294842435,11304717262,171001585,871,45296,NA,0.98,0.98,0.98,1,1,1,1,NA,1415,1.6,7939,0.8,1955906563,4.4,145173546,1.3,-4111798,-2.3,30,3.6,1574,3.6,"Arkansas",481,9.25
482,482,6000,5,10,51,0,2019,"A",NA,"California -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",1553101,15127578,1076084635582,133565342691,5476166530,1368,71134,NA,1.01,1.01,1,1.01,1,1,1,NA,35254,2.3,251568,1.7,61501161540,6.1,3257248067,2.5,-70473318,-1.3,56,4.3,2931,4.3,"California",482,12
483,483,8000,5,10,51,0,2019,"A",NA,"Colorado -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",207575,2308134,143911312275,34329753378,547924325,1199,62350,NA,1.01,0.99,1,0.96,0.99,1.01,1.01,NA,5812,2.9,52431,2.3,10140039941,7.6,2274521945,7.1,22439072,4.3,59,5.2,3046,5.1,"Colorado",483,12
484,484,9000,5,10,51,0,2019,"A",NA,"Connecticut -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",119643,1445817,101981662324,20542474453,681213760,1356,70536,NA,1,1.01,1.03,1.01,1,1.01,1.01,NA,2130,1.8,-3255,-0.2,3005219710,3,-245080745,-1.2,-24205486,-3.4,42,3.2,2233,3.3,"Connecticut",484,11
485,485,10000,5,10,51,0,2019,"A",NA,"Delaware -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",33827,389170,22729658963,6013652294,78545690,1123,58406,NA,1.01,1.01,1.01,1.01,1,1,1,NA,1268,3.9,4838,1.3,944445139,4.3,136037073,2.3,-7917111,-9.2,33,3,1723,3,"Delaware",485,9.25
486,486,11000,5,10,51,0,2019,"A",NA,"District of Columbia","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",40332,539540,49087244613,5517925523,133260994,1750,90980,NA,1.02,0.81,0.76,1.02,1.01,0.93,0.93,NA,1007,2.6,4879,0.9,1938418727,4.1,114234822,2.1,-232723,-0.2,54,3.2,2796,3.2,"District",486,14
487,487,12000,5,10,51,0,2019,"A",NA,"Florida -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",711804,7808474,399656972601,67426695567,442617621,984,51182,NA,1.02,1.03,1.02,1.02,1.01,0.99,0.99,NA,27276,4,173437,2.3,21915804530,5.8,1673893943,2.5,-76968226,-14.8,33,3.5,1707,3.5,"Florida",487,8.56
488,488,13000,5,10,51,0,2019,"A",NA,"Georgia -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",280279,3859728,216099785864,43599779784,578509846,1077,55988,NA,1,1,1.02,1.01,1,1.01,1.01,NA,9738,3.6,81904,2.2,11361494436,5.5,1105311438,2.6,-39968061,-6.5,35,3.4,1793,3.3,"Georgia",488,7.25
489,489,15000,5,10,51,0,2019,"A",NA,"Hawaii -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",42128,536507,26858561840,16570558297,182998321,963,50062,NA,0.99,0.95,0.91,1.02,1.01,0.95,0.95,NA,1854,4.6,137,0,910916622,3.5,516548840,3.2,11554799,6.7,33,3.5,1686,3.5,"Hawaii",489,10.1
490,490,16000,5,10,51,0,2019,"A",NA,"Idaho -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",60643,631444,27959575455,17140994617,124311749,852,44279,NA,0.99,0.98,0.98,1.01,1,1,1,NA,-232,-0.4,20048,3.3,1741130504,6.6,1206053274,7.6,-143274,-0.1,27,3.3,1396,3.3,"Idaho",490,7.25
491,491,17000,5,10,51,0,2019,"A",NA,"Illinois -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",365816,5211856,323786474250,68522949014,1547001390,1195,62125,NA,1.01,1.02,1.03,1.01,1,1.01,1.01,NA,7287,2,18035,0.3,9947439786,3.2,881323425,1.3,-194005940,-11.1,33,2.8,1700,2.8,"Illinois",491,9.25
492,492,18000,5,10,51,0,2019,"A",NA,"Indiana -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",163270,2685388,131646565212,27957271525,452687421,943,49023,NA,1,1.02,1.03,1.01,1,1.01,1,NA,1243,0.8,26258,1,4363197475,3.4,453975591,1.7,-36533734,-7.5,22,2.4,1156,2.4,"Indiana",492,7.25
493,493,19000,5,10,51,0,2019,"A",NA,"Iowa -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",97987,1312038,63350247609,31392556465,398138342,929,48284,NA,0.97,0.99,0.98,1.01,1,0.99,0.99,NA,1327,1.4,2219,0.2,1697190749,2.8,922923833,3,12939556,3.4,24,2.7,1214,2.6,"Iowa",493,7.25
494,494,20000,5,10,51,0,2019,"A",NA,"Kansas -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",82580,1147159,56040905446,17019433759,261707441,939,48852,NA,0.97,0.97,0.98,0.75,0.98,1.02,1.02,NA,-1208,-1.4,7917,0.7,2069484528,3.8,381519603,2.3,-26244163,-9.1,28,3.1,1477,3.1,"Kansas",494,7.25
495,495,21000,5,10,51,0,2019,"A",NA,"Kentucky -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",117176,1606510,76641321458,18371451516,322871036,917,47707,NA,0.98,0.99,0.99,1.01,1,1,1,NA,657,0.6,14254,0.9,3097332791,4.2,689189809,3.9,-32611884,-9.2,29,3.3,1518,3.3,"Kentucky",495,7.25
496,496,22000,5,10,51,0,2019,"A",NA,"Louisiana -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",128870,1612743,80058983003,14838744201,214410128,955,49642,NA,0.99,0.98,0.99,1.01,1,1.01,1.01,NA,2676,2.1,664,0,1990499295,2.5,-53507013,-0.4,-15937541,-6.9,24,2.6,1215,2.5,"Louisiana",496,7.25
497,497,23000,5,10,51,0,2019,"A",NA,"Maine -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",50458,524449,24531579738,6182018255,113234719,900,46776,NA,0.97,0.99,0.98,1.01,1,0.99,0.99,NA,646,1.3,5459,1.1,1209367523,5.2,128312178,2.1,3765191,3.4,36,4.2,1838,4.1,"Maine",497,12
498,498,24000,5,10,51,0,2019,"A",NA,"Maryland -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",172619,2207512,133469716148,21081537320,409020663,1163,60462,NA,1.01,0.96,0.92,0.99,1.01,0.96,0.96,NA,2784,1.6,19214,0.9,4946481866,3.8,-1128310367,-5.1,-39969412,-8.9,34,3,1730,2.9,"Maryland",498,11
499,499,25000,5,10,51,0,2019,"A",NA,"Massachusetts -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",253655,3204634,244502598869,45709361457,1743436810,1467,76297,NA,1,1.03,1.05,0.85,0.99,1.01,1.01,NA,3742,1.5,48336,1.5,12815436618,5.5,1165984239,2.6,193920195,12.5,55,3.9,2892,3.9,"Massachusetts",499,12.75
500,500,26000,5,10,51,0,2019,"A",NA,"Michigan -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",253967,3790764,207756940057,37508710471,1148102700,1054,54806,NA,1,1.02,1.02,1.02,1,1,1,NA,13014,5.4,14283,0.4,5159350714,2.5,65728906,0.2,-46821022,-3.9,22,2.1,1159,2.2,"Michigan",500,9.65
501,501,27000,5,10,51,0,2019,"A",NA,"Minnesota -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",171592,2516107,151209398584,64311031351,715126975,1156,60097,NA,0.99,1.02,1.02,1.02,1,1.01,1.01,NA,2807,1.7,17779,0.7,5186844140,3.6,3663426185,6,8523654,1.2,32,2.8,1649,2.8,"Minnesota",501,10
502,502,28000,5,10,51,0,2019,"A",NA,"Mississippi -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",69812,901829,35980067970,12839695605,63592515,767,39897,NA,0.98,0.93,0.91,1,0.98,0.98,0.98,NA,-83,-0.1,3936,0.4,967440488,2.8,122400805,1,-6734756,-9.6,17,2.3,903,2.3,"Mississippi",502,7.25
503,503,29000,5,10,51,0,2019,"A",NA,"Missouri -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",199367,2399573,122712658765,29159148579,330464569,983,51139,NA,0.98,1,1.01,1.01,1,1.01,1.01,NA,8331,4.4,18312,0.8,4626199990,3.9,-405249215,-1.4,-18070747,-5.2,29,3,1549,3.1,"Missouri",503,9.45
504,504,30000,5,10,51,0,2019,"A",NA,"Montana -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",47906,386894,16979791830,9024518345,117919766,844,43887,NA,0.98,0.96,0.94,0.84,0.93,0.98,0.98,NA,6,0,5230,1.4,830881802,5.1,398909641,4.6,-12368150,-9.5,30,3.7,1575,3.7,"Montana",504,8.65
505,505,31000,5,10,51,0,2019,"A",NA,"Nebraska -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",67729,821384,39021957173,7976755222,69224502,914,47508,NA,0.98,0.98,0.97,1.01,1,0.99,0.99,NA,-246,-0.4,4508,0.6,1564534300,4.2,104233376,1.3,-3966122,-5.4,32,3.6,1654,3.6,"Nebraska",505,8.25
506,506,32000,5,10,51,0,2019,"A",NA,"Nevada -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",81288,1250092,62865126604,34590215888,669991848,967,50288,NA,1.01,1.04,1.02,1.02,1,0.98,0.98,NA,1665,2.1,34012,2.8,3365182987,5.7,1889277361,5.8,14789738,2.3,26,2.8,1360,2.8,"Nevada",506,7.25
507,507,33000,5,10,51,0,2019,"A",NA,"New Hampshire -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",51110,580340,34555216419,7767176126,43218481,1145,59543,NA,0.98,1.02,1.04,1.02,1.01,1.02,1.01,NA,1056,2.1,6257,1.1,1526315596,4.6,119516989,1.6,-22577232,-34.3,39,3.5,2010,3.5,"New Hampshire",507,11
508,508,34000,5,10,51,0,2019,"A",NA,"New Jersey -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",271550,3510701,235388099065,96364614038,1583907809,1289,67049,NA,1.01,1.01,1,1,1,1,1,NA,8391,3.2,38090,1.1,8441938852,3.7,3711694858,4,-88941570,-5.3,32,2.5,1696,2.6,"New Jersey",508,9
509,509,35000,5,10,51,0,2019,"A",NA,"New Mexico -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",58802,658241,30064698717,14406161320,116534501,878,45674,NA,0.96,0.92,0.9,0.99,0.98,0.97,0.97,NA,2583,4.6,12806,2,1800917994,6.4,579487016,4.2,-8142034,-6.5,36,4.3,1884,4.3,"New Mexico",509,11.8
510,510,36000,5,10,51,0,2019,"A",NA,"New York -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",626961,8121568,617734482259,96498683308,2147611030,1463,76061,NA,1,1,1.01,1.02,1,1.01,1.01,NA,4133,0.7,104170,1.3,28647449134,4.9,4207526560,4.6,-185590473,-8,50,3.5,2585,3.5,"New York",510,7.25
511,511,37000,5,10,51,0,2019,"A",NA,"North Carolina -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",278786,3793234,199152630808,81088690524,485590145,1010,52502,NA,1,0.99,0.99,1.02,1.01,1,1,NA,8552,3.2,83144,2.2,10501258821,5.6,4533247095,5.9,17068777,3.6,32,3.3,1654,3.3,"North Carolina",511,7.25
512,512,38000,5,10,51,0,2019,"A",NA,"North Dakota -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",29844,351482,19351110746,9620824817,89797335,1059,55056,NA,0.96,0.97,0.99,1,0.99,1.02,1.02,NA,-35,-0.1,4726,1.4,918702760,5,373033067,4,-30719494,-25.5,37,3.6,1899,3.6,"North Dakota",512,8.7
513,513,39000,5,10,51,0,2019,"A",NA,"Ohio -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",287351,4711316,243057695699,47499122463,1048016653,992,51590,NA,0.98,1.02,1,1.02,1,0.99,0.99,NA,4216,1.5,24070,0.5,8767819661,3.7,580033684,1.2,-16548007,-1.6,31,3.2,1605,3.2,"Ohio",513,7.25
514,514,40000,5,10,51,0,2019,"A",NA,"Oklahoma -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",105815,1296418,62097709768,23394724550,226371178,921,47899,NA,0.98,0.94,0.93,0.93,0.97,1,1,NA,926,0.9,10714,0.8,1960602676,3.3,763657111,3.4,-1287188,-0.6,22,2.4,1125,2.4,"Oklahoma",514,11.25
515,515,41000,5,10,51,0,2019,"A",NA,"Oregon -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",152892,1677647,90581345796,48772780626,946939862,1038,53993,NA,1,1.01,0.99,1.01,1,0.98,0.98,NA,3724,2.5,29324,1.8,4742276386,5.5,2595837486,5.6,47470081,5.3,37,3.7,1916,3.7,"Oregon",515,7.25
516,516,42000,5,10,51,0,2019,"A",NA,"Pennsylvania -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",345780,5249732,300420586942,52975039436,2582616771,1100,57226,NA,0.99,1.04,1.03,1.02,1,1,1,NA,3292,1,55753,1.1,13222353192,4.6,1014306398,2,-49108994,-1.9,37,3.5,1932,3.5,"Pennsylvania",516,10.5
517,517,44000,5,10,51,0,2019,"A",NA,"Rhode Island -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",38149,424477,22463413294,8383791631,205647003,1018,52920,NA,1.01,1.02,0.99,1.02,1,0.96,0.96,NA,845,2.3,2710,0.6,654243591,3,272052904,3.4,-8518939,-4,24,2.4,1211,2.3,"Rhode Island",517,7.25
518,518,45000,5,10,51,0,2019,"A",NA,"South Carolina -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",136498,1774305,81075780730,25890636295,348333616,879,45694,NA,1,0.98,0.96,1.01,1,0.99,0.99,NA,8140,6.3,31062,1.8,4296781119,5.6,638615090,2.5,5097316,1.5,32,3.8,1650,3.7,"South Carolina",518,7.25
519,519,46000,5,10,51,0,2019,"A",NA,"South Dakota -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",31774,355442,16119231339,4789514456,28219493,872,45350,NA,0.96,0.97,0.97,0.99,0.95,1.01,1,NA,488,1.6,2445,0.7,691638553,4.5,75806639,1.6,1709533,6.4,32,3.8,1645,3.8,"South Dakota",519,9.3
520,520,47000,5,10,51,0,2019,"A",NA,"Tennessee -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",161998,2614349,135814340185,22279073662,239670737,999,51950,NA,1,1.01,1.02,1,0.99,1.01,1,NA,4617,2.9,53371,2.1,6019257058,4.6,551797440,2.5,-2264495,-0.9,24,2.5,1268,2.5,"Tennessee",520,7.25
521,521,48000,5,10,51,0,2019,"A",NA,"Texas -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",698138,10694544,649760840965,116050754466,2319825204,1168,60756,NA,1.01,1,1.01,1.01,1.01,1.02,1.02,NA,19646,2.9,265059,2.5,38363321537,6.3,2988613120,2.6,-124312422,-5.1,41,3.6,2134,3.6,"Texas",521,7.25
522,522,49000,5,10,51,0,2019,"A",NA,"Utah -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",104054,1284151,65429728148,34833418435,150778369,980,50952,NA,0.99,0.99,0.99,1.02,1,1,1,NA,4488,4.5,36931,3,4849536340,8,2125791798,6.5,-9596480,-6,46,4.9,2380,4.9,"Utah",522,7.25
523,523,50000,5,10,51,0,2019,"A",NA,"Vermont -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",24523,257280,12457597749,3531631707,98385019,931,48420,NA,0.97,0.97,0.95,1.01,1,0.98,0.98,NA,350,1.4,139,0.1,467351371,3.9,-269780550,-7.1,-21899009,-18.2,34,3.8,1791,3.8,"Vermont",523,10.96
524,524,51000,5,10,51,0,2019,"A",NA,"Virginia -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",272258,3227013,193537850629,30170651649,354084593,1153,59974,NA,1,0.96,0.96,1.01,1,1,1,NA,1571,0.6,38651,1.2,9103142680,4.9,700474157,2.4,-53730441,-13.2,41,3.7,2128,3.7,"Virginia",524,7.25
525,525,53000,5,10,51,0,2019,"A",NA,"Washington -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",248576,2871805,201376522107,101529824091,945983473,1348,70122,NA,1.01,0.98,0.99,1.01,1,1.01,1.01,NA,4353,1.8,61113,2.2,14218909311,7.6,7380124355,7.8,-46459736,-4.7,67,5.2,3534,5.3,"Washington",525,13.5
526,526,54000,5,10,51,0,2019,"A",NA,"West Virginia -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",46961,553809,25477028805,6726649374,183631622,885,46003,NA,0.95,0.94,0.93,1.01,1,0.99,0.99,NA,-130,-0.3,-5309,-0.9,-116017418,-0.5,-191308120,-2.8,-27753851,-13.1,5,0.6,229,0.5,"West Virginia",526,8.75
527,527,55000,5,10,51,0,2019,"A",NA,"Wisconsin -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",168741,2506971,126651680948,33335696848,540166007,972,50520,NA,0.99,1.02,1.02,1.02,1,1,1,NA,1089,0.6,9170,0.4,4376394148,3.6,341738815,1,-38645621,-6.7,31,3.3,1567,3.2,"Wisconsin",527,7.25
528,528,56000,5,10,51,0,2019,"A",NA,"Wyoming -- Statewide","Private","10 Total, all industries","State, Total -- by ownership sector","All establishment sizes",25256,211746,10488015127,5011749584,74892531,953,49531,NA,0.97,0.9,0.89,1,0.99,0.99,0.99,NA,383,1.5,4411,2.1,656700725,6.7,332744500,7.1,597446,0.8,41,4.5,2113,4.5,"Wyoming",528,7.25
